conf,matched_queries,title,citation_count,code_url,pdf_url,authors,abstract
TAFFC2023,,Emotion Arousal Assessment Based on Multimodal Physiological Signals for Game Users.,,,,"Rongyang Li,Jianguo Ding,Huansheng Ning",
TAFFC2023,,Two Birds With One Stone: Knowledge-Embedded Temporal Convolutional Transformer for Depression Detection and Emotion Recognition.,,,,"Wenbo Zheng,Lan Yan,Fei-Yue Wang",
TAFFC2023,,Group Synchrony for Emotion Recognition Using Physiological Signals.,,,,"Patrícia J. Bota,Tianyi Zhang,Abdallah El Ali,Ana L. N. Fred,Hugo Plácido da Silva,Pablo César",
conf,matched_queries,title,citation_count,code_url,pdf_url,authors,abstract
TIP2021,,Robust Face Alignment by Multi-Order High-Precision Hourglass Network.,,,,"Jun Wan,Zhihui Lai,Jun Liu,Jie Zhou,Can Gao",
TIP2021,,Deep Face Rectification for 360° Dual-Fisheye Cameras.,,,,"Yi-Hsin Li,I-Chan Lo,Homer H. Chen",
TIP2021,,Facial Expression Recognition Using Frequency Neural Network.,,,,"Yan Tang,Xingming Zhang,Xiping Hu,Siqi Wang,Haoxiang Wang",
TIP2023,,CMOS-GAN: Semi-Supervised Generative Adversarial Model for Cross-Modality Face Image Synthesis.,,,,"Shikang Yu,Hu Han,Shiguang Shan,Xilin Chen",
TIP2022,,Correcting Face Distortion in Wide-Angle Videos.,,,,"Mang Ye,He Li,Bo Du,Jianbing Shen,Ling Shao,Steven C. H. Hoi",
TIP2022,,Dynamic Facial Expression Recognition Under Partial Occlusion With Optical Flow Reconstruction.,,,,"Pengfei Chen,Leida Li,Jinjian Wu,Weisheng Dong,Guangming Shi",
TIP2023,,Quaternion Scalar and Vector Norm Decomposition: Quaternion PCA for Color Face Recognition.,,,,"Wankai Liu,Kit Ian Kou,Jifei Miao,Zhenfeng Cai",
TIP2023,,An Efficient Transformer Based on Global and Local Self-Attention for Face Photo-Sketch Synthesis.,,,,"Wangbo Yu,Mingrui Zhu,Nannan Wang,Xiaoyu Wang,Xinbo Gao",
TIP2021,,Face Video Retrieval Based on the Deep CNN With RBF Loss.,,,,"Wen-de Dong,Shuyin Tao,Guili Xu,Yue-ting Chen",
TIP2022,,Locality-Aware Channel-Wise Dropout for Occluded Face Recognition.,,,,"Tianfei Zhou,Liulei Li,Xueyi Li,Chun-Mei Feng,Jianwu Li,Ling Shao",
TIP2021,,Learning Spatial Attention for Face Super-Resolution.,,,,"Taiyu Wang,Fan Li,Xiaoya Qiao,Pamela C. Cosman",
TIP2022,,Improving Face-Based Age Estimation With Attention-Based Dynamic Patch Fusion.,,,,"Ali Karaali,Naomi Harte,Cláudio R. Jung",
TIP2023,,Deep Face Video Inpainting via UV Mapping.,,,,"Jinxing Li,Beicheng Liang,Xiangwei Lu,Mu Li,Guangming Lu,Yong Xu",
TIP2023,,Semi-Cycled Generative Adversarial Networks for Real-World Face Super-Resolution.,,,,"Jinwoo Kim,Woojae Kim,Heeseok Oh,Sanghoon Lee",
TIP2021,,Face Hallucination With Finishing Touches.,,,,"Xiaowei Hu,Lei Zhu,Tianyu Wang,Chi-Wing Fu,Pheng-Ann Heng",
TIP2022,,Towards Disentangling Latent Space for Unsupervised Semantic Face Editing.,,,,"Wanjie Sun,Zhenzhong Chen",
TIP2021,,Adaptively Learning Facial Expression Representation via C-F Labels and Distillation.,,,,"Dongnan Liu,Donghao Zhang,Yang Song,Heng Huang,Weidong Cai",
TIP2023,,Precise Facial Landmark Detection by Reference Heatmap Transformer.,,,,"Guangwei Gao,Zixiang Xu,Juncheng Li,Jian Yang,Tieyong Zeng,Guo-Jun Qi",
TIP2023,,CTCNet: A CNN-Transformer Cooperation Network for Face Image Super-Resolution.,,,,"Yunqiu Xu,Chunluan Zhou,Xin Yu,Yi Yang",
TIP2021,,SFace: Sigmoid-Constrained Hypersphere Loss for Robust Face Recognition.,,,,"Rajesh Bhatt,Naren Naik,Venkatesh K. Subramanian",
TIP2022,,RVFace: Reliable Vector Guided Softmax Loss for Face Recognition.,,,,"Juan Felipe Hernández Albarracín,Adín Ramírez Rivera",
TIP2021,,CapsField: Light Field-Based Face and Expression Recognition in the Wild Using Capsule Routing.,,,,"Huibin Tan,Xiang Zhang,Zhipeng Zhang,Long Lan,Wenju Zhang,Zhigang Luo",
TIP2021,,Geometrically Editable Face Image Translation With Adversarial Networks.,,,,"Yanhua Yang,Lei Wang,De Xie,Cheng Deng,Dacheng Tao",
TIP2023,,Fast ACE (FACE): An Error-Bounded Approximation of Automatic Color Equalization.,,,,"Irving R. Barron,Gaurav Sharma",
TIP2023,,Toward 3D Face Reconstruction in Perspective Projection: Estimating 6DoF Face Pose From Monocular Image.,,,,"Reji Mathew,Aous Thabit Naman,Yue Li,David Taubman",
TIP2022,,MC-GCN: A Multi-Scale Contrastive Graph Convolutional Network for Unconstrained Face Recognition With Image Sets.,,,,"Jianwei Si,Baoxiang Huang,Huan Yang,Weisi Lin,Zhenkuan Pan",
TIP2023,,Contrastive Learning of Person-Independent Representations for Facial Action Unit Detection.,,,,"Qing Cai,Yiming Qian,Jinxing Li,Jun Lyu,Yee-Hong Yang,Feng Wu,David Zhang",
TAFFC2023,,Virtual Reality for Emotion Elicitation - A Review.,,,,"Rukshani Somarathna,Tomasz Bednarz,Gelareh Mohammadi",
TAFFC2023,,Graph-Based Facial Affect Analysis: A Review.,,,,"Yang Liu,Xingming Zhang,Yante Li,Jinzhao Zhou,Xin Li,Guoying Zhao",
TAFFC2023,,Survey on Emotion Sensing Using Mobile Devices.,,,,"Kangning Yang,Benjamin Tag,Chaofan Wang,Yue Gu,Zhanna Sarsenbayeva,Tilman Dingler,Greg Wadley,Jorge Gonçalves",
TAFFC2023,,"Emotion Expression in Human Body Posture and Movement: A Survey on Intelligible Motion Factors, Quantification and Validation.",,,,"Mehdi-Antoine Mahfoudi,Alexandre Meyer,Thibaut Gaudin,Axel Buendia,Saïda Bouakaz",
TAFFC2023,,EEG-Based Subject-Independent Emotion Recognition Using Gated Recurrent Unit and Minimum Class Confusion.,,,,"Heng Cui,Aiping Liu,Xu Zhang,Xiang Chen,Jun Liu,Xun Chen",
TAFFC2023,,Spatial-Temporal Graphs Plus Transformers for Geometry-Guided Facial Expression Recognition.,,,,"Rui Zhao,Tianshan Liu,Zixun Huang,Daniel Pak-Kong Lun,Kin-Man Lam",
TAFFC2023,,Interaction of Cognitive and Affective Load Within a Virtual City.,,,,"Thomas D. Parsons,Justin Asbee,Christopher G. Courtney",
TAFFC2023,,TensorFormer: A Tensor-Based Multimodal Transformer for Multimodal Sentiment Analysis and Depression Detection.,,,,"Hao Sun,Yen-Wei Chen,Lanfen Lin",
TAFFC2023,,MIA-Net: Multi-Modal Interactive Attention Network for Multi-Modal Affective Analysis.,,,,"Shuzhen Li,Tong Zhang,Bianna Chen,C. L. Philip Chen",
TAFFC2023,,Estimating the Uncertainty in Emotion Class Labels With Utterance-Specific Dirichlet Priors.,,,,"Wen Wu,Chao Zhang,Xixin Wu,Philip C. Woodland",
TAFFC2023,,Fine-Grained Domain Adaptation for Aspect Category Level Sentiment Analysis.,,,,"Mengting Hu,Hang Gao,Yike Wu,Zhong Su,Shiwan Zhao",
TAFFC2023,,Smart Affect Monitoring With Wearables in the Wild: An Unobtrusive Mood-Aware Emotion Recognition System.,,,,"Yekta Said Can,Cem Ersoy",
TAFFC2023,,Shared-Private Memory Networks For Multimodal Sentiment Analysis.,,,,"Xianbing Zhao,Yinxin Chen,Sicen Liu,Buzhou Tang",
TAFFC2023,,MMPosE: Movie-Induced Multi-Label Positive Emotion Classification Through EEG Signals.,,,,"Xiaobing Du,Xiaoming Deng,Hangyu Qin,Yezhi Shu,Fang Liu,Guozhen Zhao,Yu-Kun Lai,Cuixia Ma,Yong-Jin Liu,Hongan Wang",
TAFFC2023,,Audio-Visual Emotion Recognition With Preference Learning Based on Intended and Multi-Modal Perceived Labels.,,,,"Yuanyuan Lei,Houwei Cao",
TAFFC2023,,Driver Emotion Recognition With a Hybrid Attentional Multimodal Fusion Framework.,,,,"Luntian Mou,Yiyuan Zhao,Chao Zhou,Bahareh Nakisa,Mohammad Naim Rastgoo,Lei Ma,Tiejun Huang,Baocai Yin,Ramesh C. Jain,Wen Gao",
TAFFC2023,,Teardrops on My Face: Automatic Weeping Detection From Nonverbal Behavior.,,,,"Dennis Küster,Lars Steinert,Marc Baker,Nikhil Bhardwaj,Eva Krumhuber",
TAFFC2023,,Using Affect as a Communication Modality to Improve Human-Robot Communication in Robot-Assisted Search and Rescue Scenarios.,,,,"Sami Alperen Akgun,Moojan Ghafurian,Mark Crowley,Kerstin Dautenhahn",
TAFFC2023,,Learning Person-Specific Cognition From Facial Reactions for Automatic Personality Recognition.,,,,"Siyang Song,Zilong Shao,Shashank Jaiswal,Linlin Shen,Michel F. Valstar,Hatice Gunes",
TAFFC2023,,An Enroll-to-Verify Approach for Cross-Task Unseen Emotion Class Recognition.,,,,"Jeng-Lin Li,Chi-Chun Lee",
TAFFC2023,,Cross-Domain Aspect-Based Sentiment Classification by Exploiting Domain- Invariant Semantic-Primary Feature.,,,,"Bowen Zhang,Xianghua Fu,Chuyao Luo,Yunming Ye,Xutao Li,Liwen Jing",
TAFFC2023,,Use of Affective Visual Information for Summarization of Human-Centric Videos.,,,,"Berkay Köprü,Engin Erzin",
TAFFC2023,,Multimodal Sentiment Analysis Based on Attentional Temporal Convolutional Network and Multi-Layer Feature Fusion.,,,,"Hongju Cheng,Zizhen Yang,Xiaoqi Zhang,Yang Yang",
TAFFC2023,,Multitask Learning From Augmented Auxiliary Data for Improving Speech Emotion Recognition.,,,,"Siddique Latif,Rajib Rana,Sara Khalifa,Raja Jurdak,Björn W. Schuller",
TAFFC2023,,"Recognizing, Fast and Slow: Complex Emotion Recognition With Facial Expression Detection and Remote Physiological Measurement.",,,,"Yi-Chiao Wu,Li-Wen Chiu,Chun-Chih Lai,Bing-Fei Wu,Sunny S. J. Lin",
TAFFC2023,,Domain-Incremental Continual Learning for Mitigating Bias in Facial Expression and Action Unit Recognition.,,,,"Nikhil Churamani,Ozgur Kara,Hatice Gunes",
TAFFC2023,,Applying Segment-Level Attention on Bi-Modal Transformer Encoder for Audio-Visual Emotion Recognition.,,,,"Jia-Hao Hsu,Chung-Hsien Wu",
TAFFC2023,,Vision Transformer With Attentive Pooling for Robust Facial Expression Recognition.,,,,"Fanglei Xue,Qiangchang Wang,Zichang Tan,Zhongsong Ma,Guodong Guo",
TAFFC2023,,Bias-Based Soft Label Learning for Facial Expression Recognition.,,,,"Shanmin Wang,Hui Shuai,Chengguang Liu,Qingshan Liu",
TAFFC2023,,Cluster-Level Contrastive Learning for Emotion Recognition in Conversations.,,,,"Kailai Yang,Tianlin Zhang,Hassan Alhuzali,Sophia Ananiadou",
TAFFC2023,,PIDViT: Pose-Invariant Distilled Vision Transformer for Facial Expression Recognition in the Wild.,,,,"Yin-Fu Huang,Chia-Hsin Tsai",
TAFFC2023,,Hybrid Regularizations for Multi-Aspect Category Sentiment Analysis.,,,,"Mengting Hu,Shiwan Zhao,Honglei Guo,Zhong Su",
TAFFC2023,,Depression Recognition Using Remote Photoplethysmography From Facial Videos.,,,,"Constantino Álvarez Casado,Manuel Lage Cañellas,Miguel Bordallo López",
TAFFC2023,,"Simple But Powerful, a Language-Supervised Method for Image Emotion Classification.",,,,"Sinuo Deng,Lifang Wu,Ge Shi,Lehao Xing,Wenjin Hu,Heng Zhang,Ye Xiang",
TAFFC2023,,Social Image-Text Sentiment Classification With Cross-Modal Consistency and Knowledge Distillation.,,,,"Huan Liu,Ke Li,Jianping Fan,Caixia Yan,Tao Qin,Qinghua Zheng",
TAFFC2023,,Dyadic Affect in Parent-Child Multimodal Interaction: Introducing the DAMI-P2C Dataset and its Preliminary Analysis.,,,,"Huili Chen,Sharifa Alghowinem,Soo Jung Jang,Cynthia Breazeal,Hae Won Park",
TAFFC2023,,Heterogeneous Reinforcement Learning Network for Aspect-Based Sentiment Classification With External Knowledge.,,,,"Yukun Cao,Yijia Tang,Haizhou Du,Feifei Xu,Ziyue Wei,ChengKun Jin",
IF2023,,Multi-level correlation mining framework with self-supervised label generation for multimodal sentiment analysis.,,,,"Zuhe Li,Qingbing Guo,Yushan Pan,Weiping Ding,Jun Yu,Yazhou Zhang,Weihua Liu,Haoran Chen,Hao Wang,Ying Xie",
IF2023,,Finding hate speech with auxiliary emotion detection from self-training multi-label learning perspective.,,,,"Changrong Min,Hongfei Lin,Ximing Li,He Zhao,Junyu Lu,Liang Yang,Bo Xu",
IF2023,,Multimodal sentiment analysis based on fusion methods: A survey.,,,,"Linan Zhu,Zhechao Zhu,Chenwei Zhang,Yifei Xu,Xiangjie Kong",
IF2023,,SKEAFN: Sentiment Knowledge Enhanced Attention Fusion Network for multimodal sentiment analysis.,,,,"Chuanbo Zhu,Min Chen,Sheng Zhang,Chao Sun,Han Liang,Yifan Liu,Jincai Chen",
IF2023,,AOBERT: All-modalities-in-One BERT for multimodal sentiment analysis.,,,,"Kyeonghun Kim,Sanghyun Park",
IF2023,,"A Multitask learning model for multimodal sarcasm, sentiment and emotion recognition in conversations.",,,,"Yazhou Zhang,Jinglin Wang,Yaochen Liu,Lu Rong,Qian Zheng,Dawei Song,Prayag Tiwari,Jing Qin",
IF2023,,EmoMV: Affective music-video correspondence learning datasets for classification and retrieval.,,,,"Ha Thi Phuong Thao,Gemma Roig,Dorien Herremans",
IF2023,,Emotion fusion for mental illness detection from social media: A survey.,,,,"Tianlin Zhang,Kailai Yang,Shaoxiong Ji,Sophia Ananiadou",
IF2023,,Dynamic interactive multiview memory network for emotion recognition in conversation.,,,,"Jintao Wen,Dazhi Jiang,Geng Tu,Cheng Liu,Erik Cambria",
IF2023,,Improving aspect-based sentiment analysis with Knowledge-aware Dependency Graph Network.,,,,"Haiyan Wu,Chaogeng Huang,Shengchun Deng",
IF2023,,Aspect-level sentiment analysis: A survey of graph convolutional network methods.,,,,"Huyen Trang Phan,Ngoc Thanh Nguyen,Dosam Hwang",
IF2023,,"Multimodal sentiment analysis: A systematic review of history, datasets, multimodal fusion methods, applications, challenges and future directions.",,,,"Ankita Gandhi,Kinjal Adhvaryu,Soujanya Poria,Erik Cambria,Amir Hussain",
IF2023,,Modality-invariant temporal representation learning for multimodal sentiment classification.,,,,"Hao Sun,Jiaqing Liu,Yen-Wei Chen,Lanfen Lin",
IF2023,,A large scale group decision making system based on sentiment analysis cluster.,,,,"José Ramón Trillo,Enrique Herrera-Viedma,Juan Antonio Morente-Molinera,Francisco Javier Cabrerizo",
conf,matched_queries,title,citation_count,code_url,pdf_url,authors,abstract
TPAMI2021,,On Learning 3D Face Morphable Model from In-the-Wild Images.,,,,"Luan Tran,Xiaoming Liu",
TPAMI2021,,Learning Continuous Face Age Progression: A Pyramid of GANs.,,,,"Hongyu Yang,Di Huang,Yunhong Wang,Anil K. Jain",
TPAMI2022,,Learning Representations for Facial Actions From Unlabeled Videos.,,,,"Yong Li,Jiabei Zeng,Shiguang Shan",
TPAMI2022,,Towards Age-Invariant Face Recognition.,,,,"Jian Zhao,Shuicheng Yan,Jiashi Feng",
TPAMI2021,,SEWA DB: A Rich Database for Audio-Visual Emotion and Sentiment Research in the Wild.,,,,"Jean Kossaifi,Robert Walecki,Yannis Panagakis,Jie Shen,Maximilian Schmitt,Fabien Ringeval,Jing Han,Vedhas Pandit,Antoine Toisoul,Björn W. Schuller,Kam Star,Elnar Hajiyev,Maja Pantic",
TPAMI2023,,FSGANv2: Improved Subject Agnostic Face Swapping and Reenactment.,,,,"Yuval Nirkin,Yosi Keller,Tal Hassner",
TPAMI2022,,Dynamic Facial Expression Generation on Hilbert Hypersphere With Conditional Wasserstein Generative Adversarial Nets.,,,,"Naima Otberdout,Mohamed Daoudi,Anis Kacem,Lahoucine Ballihi,Stefano Berretti",
TPAMI2022,,Group Sampling for Scale Invariant Face Detection.,,,,"Xiang Ming,Fangyun Wei,Ting Zhang,Dong Chen,Nanning Zheng,Fang Wen",
TPAMI2023,,Unsupervised Face Detection in the Dark.,,,,"Wenjing Wang,Xinhao Wang,Wenhan Yang,Jiaying Liu",
TPAMI2021,,Automatic Detection of Pain from Facial Expressions: A Survey.,,,,"Teena Hassan,Dominik Seuß,Johannes Wollenberg,Katharina Weitz,Miriam Kunz,Stefan Lautenbacher,Jens-Uwe Garbas,Ute Schmid",
TPAMI2023,,Beyond 3DMM: Learning to Capture High-Fidelity 3D Face Shape.,,,,"Xiangyu Zhu,Chang Yu,Di Huang,Zhen Lei,Hao Wang,Stan Z. Li",
TPAMI2022,,Distribution Cognisant Loss for Cross-Database Facial Age Estimation With Sensitivity Analysis.,,,,"Ali Akbari,Muhammad Awais,Zhen-Hua Feng,Ammarah Farooq,Josef Kittler",
TPAMI2021,,SensitiveNets: Learning Agnostic Representations with Application to Face Images.,,,,"Aythami Morales,Julian Fiérrez,Rubén Vera-Rodríguez,Ruben Tolosana",
TPAMI2022,,InterFaceGAN: Interpreting the Disentangled Face Representation Learned by GANs.,,,,"Yujun Shen,Ceyuan Yang,Xiaoou Tang,Bolei Zhou",
TPAMI2023,,Multi-Modality Deep Restoration of Extremely Compressed Face Videos.,,,,"Xi Zhang,Xiaolin Wu",
TPAMI2022,,Enhanced Group Sparse Regularized Nonconvex Regression for Face Recognition.,,,,"Chao Zhang,Huaxiong Li,Chunlin Chen,Yuhua Qian,Xianzhong Zhou",
TPAMI2023,,SphereFace Revived: Unifying Hyperspherical Face Recognition.,,,,"Weiyang Liu,Yandong Wen,Bhiksha Raj,Rita Singh,Adrian Weller",
TPAMI2022,,Revisiting Facial Age Estimation With New Insights From Instance Space Analysis.,,,,"Kate Smith-Miles,Xin Geng",
TPAMI2023,,WebFace260M: A Benchmark for Million-Scale Deep Face Recognition.,,,,"Zheng Zhu,Guan Huang,Jiankang Deng,Yun Ye,Junjie Huang,Xinze Chen,Jiagang Zhu,Tian Yang,Dalong Du,Jiwen Lu,Jie Zhou",
TPAMI2021,,NAS-FAS: Static-Dynamic Central Difference Network Search for Face Anti-Spoofing.,,,,"Zitong Yu,Jun Wan,Yunxiao Qin,Xiaobai Li,Stan Z. Li,Guoying Zhao",
TPAMI2023,,: A Third Generation Facial Spontaneous Micro-Expression Database With Depth Information and High Ecological Validity.,,,,"Chunfeng Song,Yongzhen Huang,Weining Wang,Liang Wang",
TPAMI2022,,DVG-Face: Dual Variational Generation for Heterogeneous Face Recognition.,,,,"Chaoyou Fu,Xiang Wu,Yibo Hu,Huaibo Huang,Ran He",
TPAMI2021,,Line Drawings for Face Portraits From Photos Using Global and Local Structure Based GANs.,,,,"Ran Yi,Mengfei Xia,Yong-Jin Liu,Yu-Kun Lai,Paul L. Rosin",
TPAMI2023,,OPOM: Customized Invisible Cloak Towards Face Privacy Protection.,,,,"Samuel Bignardi,Romeil Sandhu,Anthony J. Yezzi",
TPAMI2021,,RefineFace: Refinement Neural Network for High Performance Face Detection.,,,,"Shifeng Zhang,Cheng Chi,Zhen Lei,Stan Z. Li",
TPAMI2023,,Spoof Trace Disentanglement for Generic Face Anti-Spoofing.,,,,"Lingling Zhang,Xiaojun Chang,Jun Liu,Minnan Luo,Zhihui Li,Lina Yao,Alex Hauptmann",
TIP2021,,RelightGAN: Instance-level Generative Adversarial Network for Face Illumination Transfer.,,,,"Weixia Zhang,Kede Ma,Guangtao Zhai,Xiaokang Yang",
TIP2022,,Cross-Batch Hard Example Mining With Pseudo Large Batch for ID vs. Spot Face Recognition.,,,,"Yourun Zhang,Maoguo Gong,Jianzhao Li,Mingyang Zhang,Fenlong Jiang,Hongyu Zhao",
TIP2022,,Pro-UIGAN: Progressive Face Hallucination From Occluded Thumbnails.,,,,"Tianyi Wei,Dongdong Chen,Wenbo Zhou,Jing Liao,Weiming Zhang,Lu Yuan,Gang Hua,Nenghai Yu",
TIP2023,,Facial Action Unit Detection via Adaptive Attention and Relation.,,,,"Hao Li,Jinfa Huang,Peng Jin,Guoli Song,Qi Wu,Jie Chen",
TIP2021,,3D Face From X: Learning Face Shape From Diverse Sources.,,,,"Jianwen Lou,Xiaoxu Cai,Junyu Dong,Hui Yu",
TIP2021,,Real-Time 3D Facial Tracking via Cascaded Compositional Learning.,,,,"Jin Xie,Yanwei Pang,Muhammad Haris Khan,Rao Muhammad Anwer,Fahad Shahbaz Khan,Ling Shao",
TIP2021,,Weighted Feature Histogram of Multi-Scale Local Patch Using Multi-Bit Binary Descriptor for Face Recognition.,,,,"Yuzhen Niu,Jianbin Wu,Wenxi Liu,Wenzhong Guo,Rynson W. H. Lau",
TIP2023,,Facial Expression Recognition on the High Aggregation Subgraphs.,,,,"Xianghui Yang,Guosheng Lin,Luping Zhou",
TIP2023,,Discrepancy-Aware Meta-Learning for Zero-Shot Face Manipulation Detection.,,,,"Casper Find Andersen,Ivar Farup,Jon Yngve Hardeberg",
TIP2021,,Progressive Transfer Learning for Face Anti-Spoofing.,,,,"Jin Chen,Xinxiao Wu,Lixin Duan,Lin Chen",
TIP2021,,Features Guided Face Super-Resolution via Hybrid Model of Deep Learning and Random Forests.,,,,"Mingzhu Xu,Ping Fu,Bing Liu,Junbao Li",
TIP2023,,Knowledge Conditioned Variational Learning for One-Class Facial Expression Recognition.,,,,"Jianyang Zhang,Guowu Yang,Ping Hu,Guosheng Lin,Fengmao Lv",
TIP2022,,Graph Jigsaw Learning for Cartoon Face Recognition.,,,,"Weidong Zhang,Peixian Zhuang,Hai-Han Sun,Guohou Li,Sam Kwong,Chongyi Li",
TIP2021,,Explicit Facial Expression Transfer via Fine-Grained Representations.,,,,"Liqing Huang,Youshen Xia,Tiantian Ye",
TIP2022,,CRS-CONT: A Well-Trained General Encoder for Facial Expression Analysis.,,,,"Buzhen Huang,Tianshu Zhang,Yangang Wang",
TIP2022,,Adaptive Face Recognition Using Adversarial Information Network.,,,,"An Tao,Yueqi Duan,Yi Wei,Jiwen Lu,Jie Zhou",
TIP2021,,Structure-Coherent Deep Feature Learning for Robust Face Alignment.,,,,"Zhenyu Huang,Joey Tianyi Zhou,Hongyuan Zhu,Changqing Zhang,Jiancheng Lv,Xi Peng",
TIP2023,,Robust Cross-Domain Pseudo-Labeling and Contrastive Learning for Unsupervised Domain Adaptation NIR-VIS Face Recognition.,,,,"Khoi-Nguyen C. Mac,Minh N. Do,Minh P. Vo",
TIP2022,,Seeking Subjectivity in Visual Emotion Distribution Learning.,,,,"Jun Yue,Leyuan Fang,Min He",
TIP2021,,Age-Oriented Face Synthesis With Conditional Discriminator Pool and Adversarial Triplet Loss.,,,,"Guisik Kim,Sung Woo Park,Junseok Kwon",
TIP2023,,Cross-Domain Facial Expression Recognition via Contrastive Warm up and Complexity-Aware Self-Training.,,,,"Zetao Yang,Wei Gao,Ge Li,Yiqiang Yan",
TIP2022,,HQ2CL: A High-Quality Class Center Learning System for Deep Face Recognition.,,,,"Zuo-Liang Zhu,Zhen Li,Ruixun Zhang,Chunle Guo,Ming-Ming Cheng",
TIP2021,,Multi-Stage Degradation Homogenization for Super-Resolution of Face Images With Extreme Degradations.,,,,"Cheng-Yun Yang,Homer H. Chen",
TIP2021,,Efficient Face Detection in the Fisheye Image Domain.,,,,"Zhengzheng Tu,Zhun Li,Chenglong Li,Yang Lang,Jin Tang",
TIP2023,,A Symmetrical Siamese Network Framework With Contrastive Learning for Pose-Robust Face Recognition.,,,,"Min Zhao,Nicolas Dobigeon,Jie Chen",
TIP2021,,SADRNet: Self-Aligned Dual Face Regression Networks for Robust 3D Dense Face Alignment and Reconstruction.,,,,"Yong Deng,Jimin Xiao,Steven Zhiying Zhou,Jiashi Feng",
TIP2023,,Toward Fine-Grained Talking Face Generation.,,,,"Yuhao Liu,Qing Guo,Lan Fu,Zhanghan Ke,Ke Xu,Wei Feng,Ivor W. Tsang,Rynson W. H. Lau",
TIP2022,,Face Inverse Rendering via Hierarchical Decoupling.,,,,"Emna Ghorbel,Faouzi Ghorbel,Slim M'hiri",
TPAMI2023,,EDFace-Celeb-1 M: Benchmarking Face Hallucination With a Million-Scale Dataset.,,,,"Rui Zhang,Ziheng Jiao,Hongyuan Zhang,Xuelong Li",
TPAMI2022,,Recursive Copy and Paste GAN: Face Hallucination From Shaded Thumbnails.,,,,"Yang Zhang,Ivor W. Tsang,Yawei Luo,Changhui Hu,Xiaobo Lu,Xin Yu",
TPAMI2022,,Fast-GANFIT: Generative Adversarial Network for High Fidelity 3D Face Reconstruction.,,,,"Baris Gecer,Stylianos Ploumpis,Irene Kotsia,Stefanos Zafeiriou",
TPAMI2022,,"Hybrid Face Reflectance, Illumination, and Shape From a Single Image.",,,,"Yongjie Zhu,Chen Li,Si Li,Boxin Shi,Yu-Wing Tai",
TPAMI2022,,Robust Face Alignment via Deep Progressive Reinitialization and Adaptive Error-Driven Learning.,,,,"Xiaohu Shao,Junliang Xing,Jiangjing Lyu,Xiangdong Zhou,Yu Shi,Stephen J. Maybank",
TPAMI2022,,"Video-Based Facial Micro-Expression Analysis: A Survey of Datasets, Features and Algorithms.",,,,"Xianye Ben,Yi Ren,Junping Zhang,Su-Jing Wang,Kidiyo Kpalma,Weixiao Meng,Yong-Jin Liu",
TPAMI2022,,ArcFace: Additive Angular Margin Loss for Deep Face Recognition.,,,,"Jiankang Deng,Jia Guo,Jing Yang,Niannan Xue,Irene Kotsia,Stefanos Zafeiriou",
TPAMI2022,,Meta-Teacher For Face Anti-Spoofing.,,,,"Yunxiao Qin,Zitong Yu,Longbin Yan,Zezheng Wang,Chenxu Zhao,Zhen Lei",
TPAMI2022,,A Sparse and Locally Coherent Morphable Face Model for Dense Semantic Correspondence Across Heterogeneous 3D Faces.,,,,"Claudio Ferrari,Stefano Berretti,Pietro Pala,Alberto Del Bimbo",
TPAMI2022,,Affective Image Content Analysis: Two Decades Review and New Perspectives.,,,,"Sicheng Zhao,Xingxu Yao,Jufeng Yang,Guoli Jia,Guiguang Ding,Tat-Seng Chua,Björn W. Schuller,Kurt Keutzer",
TPAMI2022,,End2End Occluded Face Recognition by Masking Corrupted Features.,,,,"Haibo Qiu,Dihong Gong,Zhifeng Li,Wei Liu,Dacheng Tao",
TPAMI2022,,Meta Balanced Network for Fair Face Recognition.,,,,"Tianwei Cao,Qianqian Xu,Zhiyong Yang,Qingming Huang",
TIP2023,,HiFiSketch: High Fidelity Face Photo-Sketch Synthesis and Manipulation.,,,,"Fangcen Liu,Chenqiang Gao,Fang Chen,Deyu Meng,Wangmeng Zuo,Xinbo Gao",
TIP2021,,Multi-View Face Synthesis via Progressive Face Flow.,,,,"Di You,Jian Zhang,Jingfen Xie,Bin Chen,Siwei Ma",
TIP2023,,MaskFaceGAN: High-Resolution Face Editing With Masked GAN Latent Code Optimization.,,,,"Aihua Zheng,Chaobin Zhang,Chenglong Li,Jin Tang,Chang Tan",
TIP2021,,UniFaceGAN: A Unified Framework for Temporally Consistent Facial Video Editing.,,,,"Yang Wen,Jie Chen,Bin Sheng,Zhihua Chen,Ping Li,Ping Tan,Tong-Yee Lee",
TIP2021,,A Domain-Guided Noise-Optimization-Based Inversion Method for Facial Image Manipulation.,,,,"Zhenhua Wang,Jinchao Ge,Dongyan Guo,Jianhua Zhang,Yanjing Lei,Shengyong Chen",
TIP2023,,Orientation Cues-Aware Facial Relationship Representation for Head Pose Estimation via Transformer.,,,,"Zhipeng Wei,Jingjing Chen,Micah Goldblum,Zuxuan Wu,Tom Goldstein,Yu-Gang Jiang,Larry S. Davis",
TIP2021,,Learning Deep Global Multi-Scale and Local Attention Features for Facial Expression Recognition in the Wild.,,,,"Haoran Wang,Licheng Jiao,Fang Liu,Lingling Li,Xu Liu,Deyi Ji,Weihao Gan",
